SL,SMILE1,SMILE2,Temperature,Prompt,Non_Reactive_groups,Source_File
126,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CC(C=Cc1cccc(C=C=C)c1)(C=C=C)c3cccc(C=C=C)c3,1.3,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
127,C=C(C)C(=O)OCCCC,CCC(C=C)C(=O)OCCOCCOCCOC(=O)C(=C)C,1.3,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
128,C1OC1COC3COC4C(OC2CO2)COC34,CC/N=C/c1ccc(cc1)Cl,1.3,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
129,NCc1ccccc1C(=O)OCC(O)COc2ccc(C(C)(C)c3ccc(OCC(O)COC(=O)C(=C)C)cc2)cc3,C=Cc1cccc(C=C)c1,1.3,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
130,O-CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,1.3,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
131,C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,C=CCCCCC(C=O)OCC(CO)COC(=O)CCCCC(=O)OCC(CO)COC(=O)CCCCC(=O)OCC(CO)COC(=O)CCCCC(=O)OCC(CO)COC(=O)CCCCC(=O)OCC(CO)COC(=O)CCCCC(=O)OCC(CO)COC(=O)CCCCC(=O)OCC(CO)COC(=O)CCCCC(=O)OCC(CCO),1.3,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
132,O=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,C=COC(=O)CC(C)(C)C,1.3,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
133,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,NICCCOOCCCN,1.3,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
134,CCCCCCCCCn1cc(c(=O)c2ccccc2C1=O)C(=O)[O-],C=C=Cn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)[O-],1.6,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
135,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,CCC(P)(P)N,1.6,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
136,OC1OC1COC3COC4C(OC2CO2)COC34,CCC(C=CC(=O)OCC(C)CO)(C=CC(=O)OCC(C)CO)C=CC(=O)OCC(C)CO,1.6,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
137,CCC(C(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6,C=Cc1cccc(C=C)c1,1.0,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
138,C=COC(=O)C(=C)C(=O)OCCOCCOCCOC(=O)C(=C)C,CCC(C=C(C)C(=O)OCCOCCOCCOCCOCC)C(=O)OCCOCCOCCOCCOCC,1.3,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
139,C-C(=O)O-C(=O)C-C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=O)C=C,C=Cc1cccc(C=C)c1,1.3,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
140,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,1.6,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
141,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,c1ccc2c(c1)C(=C(C(=O)C2=O)CC=C(Cl)Cl)[O-],1.6,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
1,C=Cc1ccccc1,C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,1.3,Create a thermoset polymer with Tg around 140°C and Er near 80 MPa.,[],properties_generated_responses.json
2,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.3,Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,[],properties_generated_responses.json
3,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C[NH+]1CCN(CC1)C2=C(C(=O)c3ccccc3C2=O)Cl,1.6,Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,[],properties_generated_responses.json
4,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C[NH+]1CCN(CC1)C2=C(C(=O)c3ccccc3C2=O)Cl,1.6,Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,[],properties_generated_responses.json
5,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,CC(=O)C(=Cc1ccc(cc1)S(=O)(=O)C)C(=O)C,1.6,Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,[],properties_generated_responses.json
6,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.6,Create a thermoset polymer with Tg around 140°C and Er near 80 MPa.,[],properties_generated_responses.json
7,NCCOCCOCCN,CC(COCC(C)COCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,1.6,Create a thermoset polymer with Tg around 140°C and Er near 80 MPa.,[],properties_generated_responses.json
8,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.6,Create a thermoset polymer with Tg around 140°C and Er near 80 MPa.,[],properties_generated_responses.json
9,C=Cc1cccc(C=C)c1,CCCCCCCCCN,2.0,Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,[],properties_generated_responses.json
10,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,OCCOCCOCCOCCOC(=O)C(C)=O,2.0,Generate a thermoset shape memory polymer with Tg = 140°C and Er = 80 MPa.,[],properties_generated_responses.json
11,CC(=O)OCC(O)COc1ccc(cc1)C(=O)/C(=C/C(=O)[O-])/Br,C[C@H]([C@](Cn1cncn1)(c2ccc(cc2F)F)O)S(=O)(=O)C,2.0,Create a thermoset polymer with Tg around 60°C and Er near 100 MPa.,[],properties_generated_responses.json
12,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,CCCCCCCCCCCCCCCNSSCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,2.0,Create a thermoset polymer with Tg around 60°C and Er near 100 MPa.,[],properties_generated_responses.json
13,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,2.0,Create a thermoset polymer with Tg around 60°C and Er near 100 MPa.,[],properties_generated_responses.json
14,Nc2ccc(Oc1ccc(N)cc1)cc2,CC1CCCCC1C(C)(C)C(O),2.0,Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,[],properties_generated_responses.json
15,C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,2.0,Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,[],properties_generated_responses.json
16,CC(C)(c4ccc(OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)cc4)c6ccc(OCC5CO5)cc6,CC(CC)(C)N,2.0,Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,[],properties_generated_responses.json
17,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,CCCCCCCCCCN,2.0,Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,[],properties_generated_responses.json
18,CC(C)/C(=O)OC.C(=O)CCS(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,CC(C)(C)N,2.0,Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,[],properties_generated_responses.json
19,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,NNc2ccc(Cc1ccc(N)cc1)cc2,2.0,Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,[],properties_generated_responses.json
20,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,CC1(C)CC(N)CC(C)(CN)C1,0.5,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains hydroxyl(=O) groups.,[],group_generated_responses.json
21,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,CC1(C)CC(N)CC(C)(CN)C1,0.5,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains hydroxyl(=O) groups.,[],group_generated_responses.json
22,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,0.5,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],group_generated_responses.json
23,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,C=C=Cn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)[O-],0.5,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],group_generated_responses.json
24,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,0.5,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],group_generated_responses.json
25,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,C=C=Cn1cc(c(=O)c2c1cc(c(c2)F)Cl)C(=O)[O-],0.5,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],group_generated_responses.json
26,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,C=C=Cn1cc(c(=O)c2c1cc(c(c2)F)Cl)C(=O)[O-],0.5,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],group_generated_responses.json
27,CC\1=NC(=O)C(=C/C1=C\2/C=CN3C=CNC3=C2)C#N,C=C=Cn1cc(c(=O)c2c1cc(c(c2)F)Cl)C(=O)[O-],0.5,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],group_generated_responses.json
28,c1ccc2c(c1)C(=C(C(=O)C2=O)CC=C(Cl)Cl)[O-],c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,0.8,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains vinyl(C=C) groups.,[],group_generated_responses.json
29,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,0.8,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains vinyl(C=C) groups.,[],group_generated_responses.json
30,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,C=C=Cn1cc(c(=O)c2c1cc(c(c2)F)Cl)C(=O)[O-],0.8,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains vinyl(C=C) groups.,[],group_generated_responses.json
31,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,0.8,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains vinyl(C=C) groups.,[],group_generated_responses.json
32,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,0.8,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains vinyl(C=C) groups.,[],group_generated_responses.json
33,C=C=Cn1cc(c(=O)c2c1cc(c(c2)F)Cl)C(=O)[O-],c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,0.8,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains vinyl(C=C) groups.,[],group_generated_responses.json
34,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,0.8,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains vinyl(C=C) groups.,[],group_generated_responses.json
35,CC\1=NC(=O)C(=C/C1=C\2/C=CN3C=CNC3=C2)C#N,C=C=Cn1cc(c(=O)c2c1cc(c(c2)F)Cl)C(=O)[O-],0.8,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains vinyl(C=C) groups.,[],group_generated_responses.json
36,c1ccc2c(c1)C(=C(C(=O)C2=O)CC=C(Cl)Cl)[O-],C=C=Cn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)[O-],0.8,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains vinyl(C=C) groups.,[],group_generated_responses.json
37,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,CC1(C)CC(N)CC(C)(CN)C1,1.0,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains hydroxyl(=O) groups.,[],group_generated_responses.json
38,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,1.0,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains vinyl(C=C) groups.,[],group_generated_responses.json
39,CC\1=NC(=O)C(=C/C1=C\2/C=CN3C=CNC3=C2)C#N,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,1.0,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains vinyl(C=C) groups.,[],group_generated_responses.json
40,CC\1=NC(=O)C(=C/C1=C\2/C=CN3C=CNC3=C2)C#N,C=C=Cn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)[O-],1.0,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains vinyl(C=C) groups.,[],group_generated_responses.json
41,CC\1=NC(=O)C(=C/C1=C\2/C=CN3C=CNC3=C2)C#N,C=C=Cn1cc(c(=O)c2c1cc(c(c2)F)Cl)C(=O)[O-],1.0,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains vinyl(C=C) groups.,[],group_generated_responses.json
42,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,1.0,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains vinyl(C=C) groups.,[],group_generated_responses.json
43,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,1.0,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains vinyl(C=C) groups.,[],group_generated_responses.json
44,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,CCCCCCCCCCN,1.3,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes hydroxyl(=O) groups.",[],group_generated_responses.json
45,CC\1=NC(=O)C(=C/C1=C\2/C=CN3C=CNC3=C2)C#N,C=Cc1cccc(C=C)c1,1.3,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes hydroxyl(=O) groups.",[],group_generated_responses.json
46,CC\1=CC(=O)N(C(=O)/C1=C(\C)/Nc2ccccc2N)[O-],CCOC(=O)C(=C)c1ccc(cc1)C(=O)C,1.3,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes hydroxyl(=O) groups.",[],group_generated_responses.json
47,CC\1=NC(=O)C(=C/C1=C\2/C=CN3C=CNC3=C2)C#N,CC1(C)CC(N)CC(C)(CN)C1,1.3,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes hydroxyl(=O) groups.",[],group_generated_responses.json
48,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,1.3,Design a thermoset shape memory polymer using monomers that include vinyl(C=C) and vinyl(C=C) functionalities.,[],group_generated_responses.json
49,c1ccc2c(c1)C(=C(C(=O)C2=O)CC=C(Cl)Cl)[O-],C=C=Cn1cc(c(=O)c2c1cc(c(c2)F)Cl)C(=O)[O-],1.3,Design a thermoset shape memory polymer using monomers that include vinyl(C=C) and vinyl(C=C) functionalities.,[],group_generated_responses.json
50,C=C=Cn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)[O-],c1ccc2c(c1)C(=C(C(=O)C2=O)CC=C(Cl)Cl)[O-],1.3,Design a thermoset shape memory polymer using monomers that include vinyl(C=C) and vinyl(C=C) functionalities.,[],group_generated_responses.json
51,CC\1=NC(=O)C(=C/C1=C\2/C=CN3C=CNC3=C2)C#N,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,1.3,Design a thermoset shape memory polymer using monomers that include vinyl(C=C) and vinyl(C=C) functionalities.,[],group_generated_responses.json
52,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,1.3,Design a thermoset shape memory polymer using monomers that include vinyl(C=C) and vinyl(C=C) functionalities.,[],group_generated_responses.json
53,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,C=C=Cn1cc(c(=O)c2c1cc(c(c2)F)Cl)C(=O)[O-],1.3,Design a thermoset shape memory polymer using monomers that include vinyl(C=C) and vinyl(C=C) functionalities.,[],group_generated_responses.json
54,CC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6,CCOC(=O)/C(=C/c1ncc(n1C)[N+](=O)[O-])/C(=O)C,1.6,"Provide a pair of monomers suitable for TSMPs, one rich in epoxy(C1OC1) and the other in imine(NC) groups.",[],group_generated_responses.json
55,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,1.6,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],group_generated_responses.json
56,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,C=C=Cn1cc(c(=O)c2c1cc(c(c2)F)Cl)C(=O)[O-],1.6,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],group_generated_responses.json
57,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,1.6,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],group_generated_responses.json
58,CC\1=NC(=O)C(=C/C1=C\2/C=CN3C=CNC3=C2)C#N,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,1.6,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],group_generated_responses.json
59,C=C=Cn1cc(c(=O)c2c1cc(c(c2)F)Cl)C(=O)[O-],c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,1.6,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],group_generated_responses.json
60,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,C=C=Cn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)[O-],1.6,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],group_generated_responses.json
61,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,C=C=Cn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)[O-],1.6,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],group_generated_responses.json
62,c1ccc3c(c1)c2ccccc2C3(c5ccc(OCCOCC4CO4)cc5)c7ccc(OCCOCC6CO6)cc7,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,2.0,Suggest a TSMP system with one monomer having epoxy(C1OC1) groups and the other featuring imine(NC) groups.,[],group_generated_responses.json
63,c1ccc2c(c1)C(=C(C(=O)C2=O)CC=C(Cl)Cl)[O-],c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,2.0,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes hydroxyl(=O) groups.",[],group_generated_responses.json
64,c1ccc2c(c1)C(=C(C(=O)C2=O)CC=C(Cl)Cl)[O-],c1cc(ccc1CC(=O)NC(=O)c2ccccc2Br)O,2.0,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes hydroxyl(=O) groups.",[],group_generated_responses.json
65,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,2.0,"Provide a pair of monomers suitable for TSMPs, one rich in thiol(CCS) and the other in vinyl(C=C) groups.",[],group_generated_responses.json
66,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,C=C=Cn1cc(c(=O)c2c1cc(c(c2)F)Cl)C(=O)[O-],2.0,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes vinyl(C=C) groups.",[],group_generated_responses.json
67,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,2.0,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes vinyl(C=C) groups.",[],group_generated_responses.json
68,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,C=C=Cn1cc(c(=O)c2c1cc(c(c2)F)Cl)C(=O)[O-],2.0,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes vinyl(C=C) groups.",[],group_generated_responses.json
69,c1ccc2c(c1)C(=C(C(=O)C2=O)CC=C(Cl)Cl)[O-],CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,2.0,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes vinyl(C=C) groups.",[],group_generated_responses.json
70,c2cc(OCC1CO1)ccc2Cc4ccc(OCC3CO3)cc4,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.0,"Create a thermoset polymer with Tg = 100°C, Er = 100 MPa, and monomers featuring acrylate(C=C(C=O)) and vinyl(C=C) groups.",[],mix_generated_responses.json
71,C1OC1COC3COC4C(OC2CO2)COC34,CCc1cc(N)CCc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2N,1.6,"Suggest a TSMP system that satisfies Tg = 40°C and Er = 80 MPa, incorporating epoxy(C1OC1) and imine(NC) functionalities.",[],mix_generated_responses.json
72,Nc2ccc(S(=O)(=O)c1ccc(N)cc1)cc2,CCC(COCC(C)COCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,1.6,"Suggest a TSMP system that satisfies Tg = 40°C and Er = 80 MPa, incorporating epoxy(C1OC1) and imine(NC) functionalities.",[],mix_generated_responses.json
