prompt,smile1,smile2,tg_actual,tg_predicted,er_actual,er_predicted,tg_error,er_error
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,COCC(C)OCC(C)OCC(C)N,100.0,114.70718,100.0,35.460285,14.707176208496094,-64.53971481323242
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,CCC(COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N)(COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N)CCC,40.0,45.413464,80.0,37.3866,5.413463592529297,-42.613399505615234
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,CC(COc3ccc(C(C)(C)c2ccc(OCC(C)OCC1CO1)cc2)cc3)OCC4CO4,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,40.0,162.24109,80.0,28.717812,122.2410888671875,-51.282188415527344
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,40.0,80.444305,80.0,36.847248,40.444305419921875,-43.15275192260742
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,Nc2cccc(S(=O)(=O)c1cccc(N)c1)c2,NCc1cc(CN)c(N)c(CN)c1N,40.0,177.10034,80.0,31.080368,137.100341796875,-48.91963195800781
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,CC(N)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)N,CC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,40.0,45.516445,80.0,17.87235,5.516445159912109,-62.12764930725098
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,C(C)(N(CC)CC)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)(C)C,CCCCCCCCCN,40.0,68.80932,80.0,19.288544,28.80931854248047,-60.711456298828125
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,CC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(COC(=O)CC(=O)OCC1CO1)cc2)cc3)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,40.0,100.761955,80.0,60.741657,60.76195526123047,-19.258342742919922
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,C=CCN(C)COCC(C)(COCC(C)(CO)CO)COC(=O)N,C1OC1C,40.0,124.50584,80.0,31.87205,84.5058364868164,-48.12795066833496
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,c1ccc3c(c1)c2ccccc2C3(c5ccc(OCCOCC4CO4)cc5)c7ccc(OCCOCC6CO6)cc7,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,100.0,192.4076,100.0,43.040424,92.4075927734375,-56.95957565307617
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,CC(C)(c4ccc(OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)cc4)c6ccc(OCC5CO5)cc6,C=COC(=O)CCCCCC(C)(C)C,100.0,85.9876,100.0,27.689138,-14.012397766113281,-72.31086158752441
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,100.0,113.81245,100.0,43.153404,13.812446594238281,-56.846595764160156
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,C=CC(=O)OCCCC,CC(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O,100.0,88.28601,100.0,19.496103,-11.7139892578125,-80.50389671325684
Design a TSMP with a glass transition temperature of 150°C and an elastic recovery of 200 MPa.,C=COC(=O)CCCCCC(C)(C)C,CCC(COC(=O)CCSC)(COC(=O)CCSC)COC(=O)CCSC,150.0,77.257706,200.0,21.823828,-72.74229431152344,-178.17617225646973
Design a TSMP with a glass transition temperature of 150°C and an elastic recovery of 200 MPa.,Nc2ccc(Oc1ccc(N)cc1)cc2,O=C(OCC)COC(=O)NCC,150.0,130.69162,200.0,36.27573,-19.308380126953125,-163.72426986694336
Design a TSMP with a glass transition temperature of 150°C and an elastic recovery of 200 MPa.,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,150.0,56.139996,200.0,23.940578,-93.86000442504883,-176.05942153930664
Design a TSMP with a glass transition temperature of 150°C and an elastic recovery of 200 MPa.,C=CC(C)(CO)CO,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,150.0,92.21287,200.0,24.419777,-57.787132263183594,-175.5802230834961
Propose two monomers that form a TSMP with Tg = 140°C and Er = 80 MPa.,Nc2ccc(S(=O)(=O)c1ccc(N)cc1)cc2,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,140.0,204.43475,80.0,29.681875,64.43475341796875,-50.318124771118164
Propose two monomers that form a TSMP with Tg = 140°C and Er = 80 MPa.,C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,140.0,117.146484,80.0,22.717989,-22.853515625,-57.28201103210449
Suggest a polymer system for Tg ≈ 60°C and Er ≈ 100 MPa.,C=Cc1ccccc1,O=C(O)C\CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,60.0,158.31853,100.0,43.69724,98.31852722167969,-56.30276107788086
Suggest a polymer system for Tg ≈ 60°C and Er ≈ 100 MPa.,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,O=c1oc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,60.0,70.53098,100.0,145.26352,10.530982971191406,45.263519287109375
Suggest a polymer system for Tg ≈ 60°C and Er ≈ 100 MPa.,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,O=CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)N,60.0,182.32947,100.0,49.90337,122.3294677734375,-50.09663009643555
Suggest a polymer system for Tg ≈ 60°C and Er ≈ 100 MPa.,C=CCOCCn1c(=O)n(CCOC=C)c(=O)n(CCOC=C)c1=O,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,60.0,243.92165,100.0,74.52997,183.92164611816406,-25.47003173828125
Design a TSMP with a glass transition temperature of 100°C and an elastic recovery of 100 MPa.,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,100.0,112.21292,100.0,27.055546,12.212921142578125,-72.94445419311523
Design a TSMP with a glass transition temperature of 100°C and an elastic recovery of 100 MPa.,C1OC1COC3COC4C(OC2CO2)COC34,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)C,100.0,80.39268,100.0,35.771214,-19.607322692871094,-64.22878646850586
Design a TSMP with a glass transition temperature of 100°C and an elastic recovery of 100 MPa.,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,100.0,105.83484,100.0,39.775837,5.8348388671875,-60.22416305541992
Design a TSMP with a glass transition temperature of 100°C and an elastic recovery of 100 MPa.,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,CCCCCCCCCCCCN,100.0,64.87311,100.0,14.414508,-35.12689208984375,-85.58549213409424
Design a TSMP with a glass transition temperature of 100°C and an elastic recovery of 100 MPa.,N=CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=O)N,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,100.0,92.06543,100.0,26.90812,-7.9345703125,-73.09188079833984
Design a TSMP with a glass transition temperature of 100°C and an elastic recovery of 100 MPa.,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,100.0,80.40259,100.0,37.46272,-19.597412109375,-62.53728103637695
Design a TSMP with a glass transition temperature of 100°C and an elastic recovery of 100 MPa.,CC(C)(c2ccc(OCCOCCOCCOC1CO1)cc2)c4ccc(OCCOCCOCCC3CO3)cc4,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,100.0,197.0945,100.0,38.196953,97.09449768066406,-61.80304718017578
Design a TSMP with a glass transition temperature of 100°C and an elastic recovery of 100 MPa.,CC(C)(C4CCC(OCC(O)COC3CCC(C(C)(C)C2CCC(OCC1CO1)CC2)CC3)CC4)C6CCC(OCC5CO5)C6,CCCCCCCCCCCCN,100.0,112.94679,100.0,21.452982,12.946792602539062,-78.54701805114746
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,C=CCOC(CC)(CO)CO,OCCCC,40.0,72.465675,80.0,12.581901,32.465675354003906,-67.41809940338135
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOC(=O)C(O)C(C)=O,C=C(C)C(=O)N,40.0,134.42572,80.0,39.40642,94.42572021484375,-40.59357833862305
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,c2ccc(OCC1CO1)cc2C(=O)O,CCCC(=O)OCCCC(C)(C)C,40.0,59.802006,80.0,139.00603,19.802005767822266,59.00602722167969
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,CC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,40.0,198.00053,80.0,45.302593,158.0005340576172,-34.69740676879883
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,CCCCCCCCCCCCCCCN,CCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC,100.0,66.14913,100.0,19.340422,-33.850868225097656,-80.65957832336426
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,CC(C)(c2ccc(OC1CO1)cc2)c4ccc(OC3CO3)cc4,COCC(O)COCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C,100.0,159.25539,100.0,37.912357,59.25538635253906,-62.087642669677734
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,CCc1ccccc1,100.0,77.15411,100.0,20.640371,-22.84588623046875,-79.35962867736816
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,CC(C)(c2ccc(OC1CO1)cc2)c4ccc(OC3CO3)cc4,COCCOCCOCCOCCOC(=O)C,100.0,99.44192,100.0,28.100979,-0.5580825805664062,-71.89902114868164
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,CC(C)(c4ccc(OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)cc4)c6ccc(OCC5CO5)cc6,CCCOC(CC)(CO)CO,100.0,108.002914,100.0,52.43375,8.002914428710938,-47.56624984741211
Create a thermoset polymer with Tg around 150°C and Er near 200 MPa.,c2cc(OCC1CO1)ccc2Cc4ccc(OCC3CO3)cc4,O=C1CC(=O)O1,150.0,99.3449,200.0,175.71214,-50.65509796142578,-24.287857055664062
Create a thermoset polymer with Tg around 150°C and Er near 200 MPa.,c3cc(N(CC1CO1)CC2CO2)ccc3OCC4CO4,CONc2ccc(c1ccc(N)cc1)cc2,150.0,139.65076,200.0,40.3854,-10.3492431640625,-159.6146011352539
Create a thermoset polymer with Tg around 150°C and Er near 200 MPa.,c1ccc3c(c1)c2ccccc2C3(c5ccc(OCCOCC4CO4)cc5)c7ccc(OCCOCC6CO6)cc7,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,150.0,73.71002,200.0,26.54244,-76.28997802734375,-173.4575595855713
Create a thermoset polymer with Tg around 150°C and Er near 200 MPa.,CCCCCCCCC1OC1CCCCCCCC(=O)OCCCOCCCOCCCOCCCOCCCOCCCOCCCOCCCOCCCOCCCOCCCN,CCCC(=O)OCCCC,150.0,61.111595,200.0,15.582244,-88.8884048461914,-184.41775608062744
Create a thermoset polymer with Tg around 150°C and Er near 200 MPa.,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CCCCCCCCCCCN,150.0,77.9721,200.0,18.673038,-72.02790069580078,-181.32696151733398
Create a thermoset polymer with Tg around 150°C and Er near 200 MPa.,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CCC(C)(C)N,150.0,107.748795,200.0,20.992195,-42.25120544433594,-179.00780487060547
Design a TSMP with a glass transition temperature of 140°C and an elastic recovery of 80 MPa.,N=CC(OCC1CO1)CC,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,140.0,46.112324,80.0,24.53626,-93.88767623901367,-55.4637393951416
Design a TSMP with a glass transition temperature of 140°C and an elastic recovery of 80 MPa.,CC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6,C=C(C)C(=O)OC,140.0,87.41652,80.0,46.613724,-52.58348083496094,-33.38627624511719
Design a TSMP with a glass transition temperature of 140°C and an elastic recovery of 80 MPa.,C1OC1COC3COC4C(OC2CO2)COC34,CCCCCCCCC,140.0,68.39839,80.0,17.59385,-71.60160827636719,-62.406150817871094
Design a TSMP with a glass transition temperature of 140°C and an elastic recovery of 80 MPa.,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,140.0,49.167767,80.0,22.973753,-90.83223342895508,-57.02624702453613
Design a TSMP with a glass transition temperature of 140°C and an elastic recovery of 80 MPa.,Nc2ccc(SSc1ccc(N)cc1)cc2,NCCOCCOCCN,140.0,146.59035,80.0,28.18705,6.5903472900390625,-51.812950134277344
Generate a thermoset shape memory polymer with Tg = 60°C and Er = 100 MPa.,C=Cn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,NCCOCCOCCN,60.0,54.66862,100.0,19.702486,-5.331378936767578,-80.29751396179199
Generate a thermoset shape memory polymer with Tg = 60°C and Er = 100 MPa.,CCCCCCCCC1OC1CCCCCCCC(=O)OCC(COC(=O)CCCCCCCC2OC2CC3OC3CC4OC4CC)OC(=O)CCCCCCCC5OC5CC6OC6CC7OC7CC,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,60.0,234.30106,100.0,51.222683,174.30105590820312,-48.77731704711914
Generate a thermoset shape memory polymer with Tg = 60°C and Er = 100 MPa.,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)Cc2ccc(CCc1ccc(CCN)CC1)cc2,CCCCCCCCCN,60.0,105.282715,100.0,14.413926,45.28271484375,-85.58607387542725
Generate a thermoset shape memory polymer with Tg = 60°C and Er = 100 MPa.,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O,CCC(=O)OCCCC,60.0,63.52283,100.0,17.937586,3.5228309631347656,-82.06241416931152
Create a thermoset polymer with Tg around 100°C and Er near 100 MPa.,Nc2ccc(Oc1ccc(N)cc1)cc2,CCCCCCCCC(C)(C)CCCCCCCC(C)(C)CCCCCCCC,100.0,75.67896,100.0,23.239328,-24.32103729248047,-76.76067161560059
Create a thermoset polymer with Tg around 100°C and Er near 100 MPa.,CCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCC)(COC(=O)CCCCCCCCCC)COC(=O)CCCCCCCCCC,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,100.0,65.31139,100.0,23.303717,-34.68860626220703,-76.6962833404541
