SL,Monomer 1,Monomer 2,Output_text,Group1,Group2,Temperature,Tg,Er,Prompt,Fixed Monomer 1,Fixed Monomer 2,Predicted Tg New,Predicted Er New,Difference Tg New,Difference Er New
298,C=C(C)C(=C)OCCn1c(=O)n(C(=O)OCC(C)(C)C)CN1C,CC(COCC(C)OCC(C)OCC(C)OCC1CO1)OC4CO4OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,"Based on your input, I suggest the following monomers:
Monomer 1: C=C(C)C(=C)OCCn1c(=O)n(C(=O)OCC(C)(C)C)CN1C
Monomer 2: CC(COCC(C)OCC(C)OCC(C)OCC1CO1)OC4CO4OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N",vinyl(C=C),thiol(CCS),1.0,150.0,30.0,"Create a thermoset polymer with Tg = 150Â°C, Er = 30 MPa, and monomers featuring vinyl(C=C) in monomer1 and thiol(CCS) in monomer2 groups.",Not found,Not found,,,,
299,C=CCc1cccc(C=C)c1,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)OCC(C)=O,"Here's a TSMP designed with vinyl and thiol groups, and targeted properties Tg â‰ˆ 150Â°C, Er â‰ˆ 30MPa:
Monomer 1: C=CCc1cccc(C=C)c1
Monomer 2: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)OCC(C)=O",vinyl(C=C),thiol(CCS),1.0,150.0,30.0,"Create a thermoset polymer with Tg = 150Â°C, Er = 30 MPa, and monomers featuring vinyl(C=C) in monomer1 and thiol(CCS) in monomer2 groups.",C=CCc1cccc(C=C)c1,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)OCC(C)=O,191.22120666503906,20.193695068359375,41.22120666503906,0.0
300,C=CCc1ccccc1OCC(O)COC(=O)Cc4ccc(C(=O)OCC(O)COc3ccccc3CC=C)cc4,O=c1ccc(=O)n1c4ccc(Cc3ccc(N(CC)CC)cc3)cc4N(CC)CC,"Here's a valid monomer pair that matches the criteria you provided:
Monomer 1: C=CCc1ccccc1OCC(O)COC(=O)Cc4ccc(C(=O)OCC(O)COc3ccccc3CC=C)cc4
Monomer 2: O=c1ccc(=O)n1c4ccc(Cc3ccc(N(CC)CC)cc3)cc4N(CC)CC",vinyl(C=C),thiol(CCS),1.0,150.0,30.0,"Create a thermoset polymer with Tg = 150Â°C, Er = 30 MPa, and monomers featuring vinyl(C=C) in monomer1 and thiol(CCS) in monomer2 groups.",C=CCc1ccccc1OCC(O)COC(=O)Cc4ccc(C(=O)OCC(O)COc3ccccc3CC=C)cc4,O=c1ccc(=O)n1c4ccc(Cc3ccc(N(CC)CC)cc3)cc4N(CC)CC,150.53541564941406,40.5782356262207,0.0,0.0
301,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,"Here's a valid monomer pair designed with the required functionalities:
Monomer 1 (vinyl): C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2 (vinyl): C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C",vinyl(C=C),vinyl(C=C),0.3,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,214.6818084716797,26.35812759399414,0.0,0.0
302,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2C=C)cc3,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,"Here's a valid monomer pair designed with vinyl groups and optimized for Tg â‰ˆ 200Â°C and Er â‰ˆ 27Mpa:
Monomer 1: C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2C=C)cc3
Monomer 2: C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS",vinyl(C=C),vinyl(C=C),0.3,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2C=C)cc3,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,78.66614532470703,35.35871505737305,121.33385467529297,0.0
303,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,"Here's a valid monomer pair designed with vinyl groups and optimized for Tg and Er:
Monomer 1: C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3
Monomer 2: C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O",vinyl(C=C),vinyl(C=C),0.3,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,132.06398010253906,100.42168426513672,67.93601989746094,73.42168426513672
304,C=C(C)OCC(O)(COC(=O)CC=C)COC(=O)CC=C,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,"Here's a valid monomer pair designed with the required functionalities:
Monomer 1 (C=C): C=C(C)OCC(O)(COC(=O)CC=C)COC(=O)CC=C
Monomer 2 (C=C): C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O",vinyl(C=C),vinyl(C=C),0.3,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,C=C(C)OCC(O)(COC(=O)CC=C)COC(=O)CC=C,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,191.46701049804688,155.12977600097656,0.0,128.12977600097656
305,C=C(C)OCC(O)(COC(=O)CC=C)COC(=O)CC=C,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,"Here's a valid monomer pair designed with the required functionalities:
Monomer 1 (C=C): C=C(C)OCC(O)(COC(=O)CC=C)COC(=O)CC=C
Monomer 2 (C=C): C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O",vinyl(C=C),vinyl(C=C),0.3,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,C=C(C)OCC(O)(COC(=O)CC=C)COC(=O)CC=C,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,191.46701049804688,155.12977600097656,0.0,128.12977600097656
306,C=C(C)C(=O),OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC,"Based on your input, I designed monomers with the following features:
- Tg/Er groups: vinyl(C=C), vinyl(C=C), with target Tg â‰ˆ 200Â°C and Er â‰ˆ 27Mpa
- Note the monomer constraints: C=C = C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC",vinyl(C=C),vinyl(C=C),0.5,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,C=C(C)C(=O),OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC,443.9541015625,128.82431030273438,243.9541015625,101.82431030273438
307,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccccc3Cc2ccc(OCC(O)COC(=O)CC=C)cc2,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,"Here's a monomer pair that includes vinyl groups and is designed for Tg â‰ˆ 200Â°C and Er â‰ˆ 27Mpa:
Monomer 1: C=CCc1ccccc1OCC(O)COC(=O)Cc3ccccc3Cc2ccc(OCC(O)COC(=O)CC=C)cc2
Monomer 2: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C",vinyl(C=C),vinyl(C=C),0.5,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccccc3Cc2ccc(OCC(O)COC(=O)CC=C)cc2,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,173.59840393066406,25.92490577697754,0.0,0.0
308,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,CC(C)(c4ccc(OCC(O)COC(=O)CCS)(c3ccc(OCC(O)COC(=O)CCS)cc3)c4)c2ccc(OCC(O)COC(=O)CCS)cc2,"Here's a monomer pair that includes vinyl groups and is compatible with your property targets:
Monomer 1: C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C
Monomer 2: CC(C)(c4ccc(OCC(O)COC(=O)CCS)(c3ccc(OCC(O)COC(=O)CCS)cc3)c4)c2ccc(OCC(O)COC(=O)CCS)cc2",vinyl(C=C),vinyl(C=C),0.5,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,CC(C)(c4ccc(OCC(O)COC(=O)CCS)(c3ccc(OCC(O)COC(=O)CCS)cc3)c4)c2ccc(OCC(O)COC(=O)CCS)cc2,122.186767578125,29.206018447875977,77.813232421875,0.0
309,C=C/C(=O)/O/C1CCC1,C=C/C(=O)/O/C(=O)/OCC/C(=O)OCC,"Based on your input, I designed monomers with the formula C=C/C(=O)/O/C1CCC1 and C=C/C(=O)/O/C(=O)/OCC/C(=O)OCC for your TSMP. Here's the SMILES:
Monomer 1: C=C/C(=O)/O/C1CCC1
Monomer 2: C=C/C(=O)/O/C(=O)/OCC/C(=O)OCC",vinyl(C=C),vinyl(C=C),0.5,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,C=C/C(=O)/O/C1CCC1,C=C/C(=O)/O/C(=O)/OCC/C(=O)OCC,92.39065551757812,41.65727233886719,107.60934448242188,0.0
310,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)C(=C)C,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(C)(C)C1,"Based on your input, I designed monomers with the formula C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)C(=C)C and C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(C)(C)C1 for Er = 27 and Tg = 200.",vinyl(C=C),vinyl(C=C),0.5,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)C(=C)C,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(C)(C)C1,79.06082916259766,30.63669204711914,120.93917083740234,0.0
311,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(c6ccc(OCC5CO5)cc6)c8ccc(OCC7CO7)cc8,"Here's a pair of monomers that include the requested functionalities and should react well together:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(C)(c6ccc(OCC5CO5)cc6)c8ccc(OCC7CO7)cc8",vinyl(C=C),vinyl(C=C),0.7,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(c6ccc(OCC5CO5)cc6)c8ccc(OCC7CO7)cc8,123.50540161132812,35.09896469116211,76.49459838867188,0.0
312,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,CC(C)(C)N,"Here's a monomer pair designed with vinyl groups for crosslinking and targeting specific properties:
Monomer 1: C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3
Monomer 2: CC(C)(C)N",vinyl(C=C),vinyl(C=C),0.7,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,CC(C)(C)N,141.2543487548828,37.83332061767578,58.74565124511719,0.0
313,C=CCc1ccccc1OCC(O)COC(=O)c3ccc(C(=O)OCC2COC2)cc3,CC(C)(C)N,"Here's a valid monomer pair designed with vinyl groups and optimized for Tg â‰ˆ 200Â°C and Er â‰ˆ 27Mpa:
Monomer 1: C=CCc1ccccc1OCC(O)COC(=O)c3ccc(C(=O)OCC2COC2)cc3
Monomer 2: CC(C)(C)N",vinyl(C=C),vinyl(C=C),0.7,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,C=CCc1ccccc1OCC(O)COC(=O)c3ccc(C(=O)OCC2COC2)cc3,CC(C)(C)N,140.43870544433594,40.13707733154297,59.56129455566406,0.0
314,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,C=Cc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc3ccccc3CC=C,"Sure! Here's a valid monomer pair that includes the specified functionalities:
Monomer 1 (vinyl): C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C Monomer 2 (vinyl): C=Cc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc3ccccc3CC=C",vinyl(C=C),vinyl(C=C),0.7,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,C=Cc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc3ccccc3CC=C,68.89308166503906,30.821998596191406,131.10691833496094,0.0
315,C=CCc1ccc(OCCOCCOCCOC(=O)CC(C)(C)C)cc1,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,"This monomer pair includes two instances of vinyl (C=C) and is suitable for your TSMP request:
Monomer 1: C=CCc1ccc(OCCOCCOCCOC(=O)CC(C)(C)C)cc1
Monomer 2: C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O",vinyl(C=C),vinyl(C=C),0.7,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,C=CCc1ccc(OCCOCCOCCOC(=O)CC(C)(C)C)cc1,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,70.33379364013672,10.885828971862793,129.66620635986328,0.0
316,C=CCc1ccc(OCCOC(=O)Cc3ccc(C=C)cc3)cc1,C=CCOC(=O)CCn(CC(=O)OCC=C)CC(=O)OCC=C,"Here's a valid monomer pair designed with the required functionalities and properties:
Monomer 1: C=CCc1ccc(OCCOC(=O)Cc3ccc(C=C)cc3)cc1
Monomer 2: C=CCOC(=O)CCn(CC(=O)OCC=C)CC(=O)OCC=C",vinyl(C=C),vinyl(C=C),0.9,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,Not found,Not found,,,,
317,CC=C(C)OCOCCOC(=O)C(CC)(C)C,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,"Sure! Here's a pair of monomers that includes vinyl groups and is designed for Tg â‰ˆ 200Â°C and Er â‰ˆ 27Mpa:
Monomer 1: CC=C(C)OCOCCOC(=O)C(CC)(C)C
Monomer 2: C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O",vinyl(C=C),vinyl(C=C),0.9,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,CC=C(C)OCOCCOC(=O)C(CC)(C)C,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,194.63307189941406,177.1294708251953,0.0,150.1294708251953
318,CC=C(C)OCC(OCC=C)(OCC=C)OCC(OCC=C)(COC(=O)CC=C)COC(=O)CC=C,CCC(N)CC(C)(C)N,"To meet the requirements of Tg â‰ˆ 200Â°C and Er â‰ˆ 27Mpa using vinyl(C=C) groups, I suggest the following monomers:
Monomer 1: CC=C(C)OCC(OCC=C)(OCC=C)OCC(OCC=C)(COC(=O)CC=C)COC(=O)CC=C
Monomer 2: CCC(N)CC(C)(C)N",vinyl(C=C),vinyl(C=C),0.9,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,CC=C(C)OCC(OCC=C)(OCC=C)OCC(OCC=C)(COC(=O)CC=C)COC(=O)CC=C,CCC(N)CC(C)(C)N,96.48982238769531,34.83332443237305,103.51017761230469,0.0
319,C=C(C)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,"This monomer pair includes extra vinyl groups as requested and is designed for Tg â‰ˆ 200Â°C and Er â‰ˆ 27Mpa. Note the groups' presence:
Monomer 1: C=C(C)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS",vinyl(C=C),vinyl(C=C),0.9,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,C=C(C)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,163.17474365234375,43.476253509521484,36.82525634765625,0.0
320,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,"Sure! Here's a monomer pair that includes vinyl groups and is designed for Tg â‰ˆ 200Â°C and Er â‰ˆ 27MPa:
Monomer 1: C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O
Monomer 2: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C",vinyl(C=C),vinyl(C=C),0.9,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,70.17198944091797,14.768052101135254,129.82801055908203,0.0
321,C=C(C)OCC(O)(COC=C)COC(=O)NCC1CO,C=C(C)C(=C)OCC(OCC(C)OCC(C)OCC(C)OCC(C)OC(=O)NCC1CO1)C(=C)OCC(C)OCC(C)OCC(C)OCC(C)OC(=O)NCC2CO2,"To meet the specific requirements of Tg â‰ˆ 200Â°C and Er â‰ˆ 27Mpa using vinyl(C=C) groups, I suggest:
Monomer 1: C=C(C)OCC(O)(COC=C)COC(=O)NCC1CO1
Monomer 2: C=C(C)C(=C)OCC(OCC(C)OCC(C)OCC(C)OCC(C)OC(=O)NCC1CO1)C(=C)OCC(C)OCC(C)OCC(C)OCC(C)OC(=O)NCC2CO2",vinyl(C=C),vinyl(C=C),1.0,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,CCOCC(O)(COC(C)C)COC(O)NCCCO,C=C(C)C(=C)OCC(OCC(C)OCC(C)OCC(C)OCC(C)OC(=O)NCC1CO1)C(=C)OCC(C)OCC(C)OCC(C)OCC(C)OC(=O)NCC2CO2,92.83802032470703,140.504638671875,107.16197967529297,113.504638671875
322,CC=C(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)CCCCC(=O)OCC(OCC(O)(C)COC(=O)CCS(=O)(C)(C)C)(OCC(O)(C)COC(=O)CCS(=O)(C)(C)C)OCC(O)(C)COC(=O)CCS(=O)(C)(C)C,CC(=O)OCC1CO1,"Sure! Here's a valid monomer pair incorporating the vinyl group as requested:
Monomer 1: CC=C(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)CCCCC(=O)OCC(OCC(O)(C)COC(=O)CCS(=O)(C)(C)C)(OCC(O)(C)COC(=O)CCS(=O)(C)(C)C)OCC(O)(C)COC(=O)CCS(=O)(C)(C)C
Monomer 2: CC(=O)OCC1CO1",vinyl(C=C),vinyl(C=C),1.0,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,CC=C(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)CCCCC(=O)OCC(OCC(O)(C)COC(=O)CCS(=O)(C)(C)C)(OCC(O)(C)COC(=O)CCS(=O)(C)(C)C)OCC(O)(C)COC(=O)CCS(=O)(C)(C)C,CC(=O)OCC1CO1,91.90206909179688,25.969587326049805,108.09793090820312,0.0
323,C=CCc1cccc(C=c2cc(CC=C)ccc2)cc1,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,"Based on your request for Tg â‰ˆ 200Â°C and Er â‰ˆ 27Mpa, with a focus on vinyl(C=C) groups, I suggest the following two monomers:
Monomer 1: C=CCc1cccc(C=c2cc(CC=C)ccc2)cc1
Monomer 2: C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C",vinyl(C=C),vinyl(C=C),1.0,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,Not found,Not found,,,,
324,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccccc3Cc2ccc(OCC(O)COC(=O)Cc1ccccc1)cc2,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,"I've selected monomers containing the desired functional group vinyl (C=C) and designed for the target properties Tg and Er:
Monomer 1 (contains C=C): C=CCc1ccccc1OCC(O)COC(=O)Cc3ccccc3Cc2ccc(OCC(O)COC(=O)Cc1ccccc1)cc2
Monomer 2 (contains C=C): CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O",vinyl(C=C),vinyl(C=C),1.0,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccccc3Cc2ccc(OCC(O)COC(=O)Cc1ccccc1)cc2,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,110.75240325927734,23.569957733154297,89.24759674072266,0.0
