prompt,smile1,smile2,tg_actual,tg_predicted,er_actual,er_predicted,tg_error,er_error
Create a thermoset polymer with Tg around 40°C and Er near 80 MPa.,C=CCOC(CC)(CO)CO,CCCC(=O)OCC(C)(C)C,40.0,51.773052,80.0,16.960638,11.773052215576172,-63.03936195373535
Create a thermoset polymer with Tg around 40°C and Er near 80 MPa.,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,NCCOCCOCCN,40.0,45.760372,80.0,18.45381,5.760372161865234,-61.54619026184082
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,100.0,70.9856,100.0,42.881958,-29.01439666748047,-57.1180419921875
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,100.0,70.9856,100.0,42.881958,-29.01439666748047,-57.1180419921875
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,100.0,70.9856,100.0,42.881958,-29.01439666748047,-57.1180419921875
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,100.0,70.9856,100.0,42.881958,-29.01439666748047,-57.1180419921875
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,100.0,70.9856,100.0,42.881958,-29.01439666748047,-57.1180419921875
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,100.0,70.9856,100.0,42.881958,-29.01439666748047,-57.1180419921875
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,100.0,70.9856,100.0,42.881958,-29.01439666748047,-57.1180419921875
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,100.0,70.9856,100.0,42.881958,-29.01439666748047,-57.1180419921875
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,100.0,70.9856,100.0,42.881958,-29.01439666748047,-57.1180419921875
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,100.0,70.9856,100.0,42.881958,-29.01439666748047,-57.1180419921875
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CC(C)(c2ccc(OC1CO1)cc2)c4ccc(OC3CO3)cc4,100.0,99.03439,100.0,62.19883,-0.965606689453125,-37.801170349121094
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,100.0,70.9856,100.0,42.881958,-29.01439666748047,-57.1180419921875
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,100.0,70.9856,100.0,42.881958,-29.01439666748047,-57.1180419921875
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,O=COC(=O)CCCC,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,100.0,163.06984,100.0,35.972973,63.06983947753906,-64.02702713012695
Suggest a polymer system for Tg ≈ 150°C and Er ≈ 200 MPa.,C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,CC(CN)CCCN,150.0,74.01936,200.0,27.200048,-75.98063659667969,-172.79995155334473
Suggest a polymer system for Tg ≈ 150°C and Er ≈ 200 MPa.,N=COC(=O)CCCC,CCCCCCCCCN,150.0,44.214466,200.0,7.4844375,-105.7855339050293,-192.51556253433228
Generate a thermoset shape memory polymer with Tg = 140°C and Er = 80 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,140.0,191.83095,80.0,42.35914,51.83094787597656,-37.64086151123047
Generate a thermoset shape memory polymer with Tg = 140°C and Er = 80 MPa.,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,140.0,286.03906,80.0,74.83703,146.0390625,-5.162971496582031
Suggest a polymer system for Tg ≈ 60°C and Er ≈ 100 MPa.,Nc2ccc(Oc1ccc(N)cc1)cc2,CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4,60.0,165.03796,100.0,37.238186,105.0379638671875,-62.76181411743164
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,CC(C)(c2ccc(OCCOCCOCOC1CO1)cc2)c4ccc(OCCOCCOCOC3CO3)cc4,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,100.0,64.446075,100.0,28.446928,-35.553924560546875,-71.55307197570801
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,C=CC(=O)OC(C)(C)C,C=C(C)C(=C)OCOCCOCOCCOCCOCCOCCOCCOC(=O)C(C)=O,100.0,71.61104,100.0,10.129296,-28.388961791992188,-89.87070369720459
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,C=C(C)C(=O)OCCOCCOCCOC(=O)C(C)=O,100.0,62.91054,100.0,20.723827,-37.08945846557617,-79.27617263793945
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,C=Cc1ccccc1,CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4,100.0,123.52947,100.0,26.143526,23.52947235107422,-73.85647392272949
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,C=Cc1cccc(C=C)c1,COC(=O)OCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,40.0,182.52475,80.0,21.911263,142.52474975585938,-58.08873748779297
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,C=Cc1cccc(C=C)c1,CCN,40.0,128.0145,80.0,22.920364,88.01449584960938,-57.07963562011719
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,C=Cc1cccc(C=C)c1,CC(C)(C)N,40.0,140.44629,80.0,22.76862,100.4462890625,-57.231380462646484
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,C=Cc1cccc(C=C)c1,CCC(COCC(C)COCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,40.0,57.94651,80.0,24.751144,17.946510314941406,-55.24885559082031
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,C=CCCC(=O)OC(C)=O,40.0,106.76068,80.0,32.370018,66.76068115234375,-47.629981994628906
Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,C=Cc1cccc(C=C)c1,C=C(C)C(=C)OCCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,40.0,74.1712,80.0,16.283205,34.17120361328125,-63.71679496765137
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CCCCCCN,100.0,78.5768,100.0,19.045124,-21.423202514648438,-80.95487594604492
Design a TSMP with a glass transition temperature of 150°C and an elastic recovery of 200 MPa.,CCCCCCCCC1OC1CCCCCCCC(=O)OCC(COC(=O)CCCCCCCC2OC2CC3OC3CC4OC4CC)OC(=O)CCCCCCCC5OC5CC6OC6CC7OC7CC,CCC(C)OCC(O)COCC(C)OCC(C)N,150.0,76.88848,200.0,26.486496,-73.11151885986328,-173.5135040283203
Design a TSMP with a glass transition temperature of 150°C and an elastic recovery of 200 MPa.,C=C(C)C(=O)OCCCC,C=C(C)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,150.0,82.80608,200.0,19.534275,-67.19391632080078,-180.46572494506836
Design a TSMP with a glass transition temperature of 150°C and an elastic recovery of 200 MPa.,c2cc(OCC1CO1)ccc2Cc4ccc(OCC3CO3)cc4,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,150.0,60.25366,200.0,32.364353,-89.74634170532227,-167.63564682006836
Design a TSMP with a glass transition temperature of 150°C and an elastic recovery of 200 MPa.,CC(C)(C4CCC(OCC(O)COC3CCC(C(C)(C)C2CCC(OCC1CO1)CC2)CC3)CC4)C6CCC(OCC5CO5)CC6,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,150.0,314.52066,200.0,86.956085,164.52066040039062,-113.04391479492188
Design a TSMP with a glass transition temperature of 140°C and an elastic recovery of 80 MPa.,CC(CC)(C)C,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,140.0,121.83408,80.0,6.8033576,-18.165916442871094,-73.19664239883423
Design a TSMP with a glass transition temperature of 140°C and an elastic recovery of 80 MPa.,CC(C)(c2ccc(Oc1ccc(N)cc1)cc2)c4ccc(Oc3ccc(N)cc3)cc4,CCS(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,140.0,75.29304,80.0,37.69299,-64.70696258544922,-42.307010650634766
Design a TSMP with a glass transition temperature of 140°C and an elastic recovery of 80 MPa.,C=CCOCC(CO)(COCC=C)COCC=C,COCC=C(C)COCC=C(C)OCC=C(C)OCC=C(C)OCC=C(C)OCC=C(C)OCC=C(C)N,140.0,129.85956,80.0,28.77711,-10.14044189453125,-51.222890853881836
Design a TSMP with a glass transition temperature of 140°C and an elastic recovery of 80 MPa.,O=P(COc3ccc(C(C)(C)c2ccc(OCC(O)COC(=O)C(=C)C)cc2)cc3)OCC4CO4,CC(N)COCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)N,140.0,175.59708,80.0,19.248,35.597076416015625,-60.75200080871582
Design a TSMP with a glass transition temperature of 140°C and an elastic recovery of 80 MPa.,CC(COc3ccc(C(C)(C)c2ccc(OCC(C)OCC1CO1)cc2)cc3)OCC4CO4,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,140.0,273.23233,80.0,76.7112,133.23233032226562,-3.2888031005859375
Design a TSMP with a glass transition temperature of 140°C and an elastic recovery of 80 MPa.,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,140.0,53.00722,80.0,22.378988,-86.99277877807617,-57.62101173400879
Suggest a polymer system for Tg ≈ 60°C and Er ≈ 100 MPa.,Cc3cc(c2cc(C)c(OCC1CO1)c(C)c2)cc(C)c3OCC4CO4,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCC(C)OCC(C)OCC(C)OCC(C)OCCOCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCC(C)OCC(C)OCC(C),60.0,387.30008,100.0,96.94728,327.3000793457031,-3.0527191162109375
Suggest a polymer system for Tg ≈ 60°C and Er ≈ 100 MPa.,C=Cc1ccccc1,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCC1CC1,60.0,252.12787,100.0,47.436523,192.12786865234375,-52.5634765625
Suggest a polymer system for Tg ≈ 60°C and Er ≈ 100 MPa.,Nc2ccc(COC1CO1)cc2,CCCCCCCCCN,60.0,89.54136,100.0,25.516685,29.541358947753906,-74.48331451416016
Suggest a polymer system for Tg ≈ 60°C and Er ≈ 100 MPa.,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOCCOCCOCCOC(=O)C(=C)C,60.0,106.61425,100.0,25.519941,46.61425018310547,-74.48005867004395
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,NCc1cccc(CN)c1,CC1(C)CC(N)c1,100.0,104.00613,100.0,25.124023,4.006126403808594,-74.8759765625
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,100.0,185.63786,100.0,35.075726,85.63786315917969,-64.92427444458008
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,O=Cc1ccccc1,CCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,100.0,176.6557,100.0,34.48145,76.65570068359375,-65.51855087280273
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,C=Cc1ccccc1,CCCCCCCCCN,100.0,56.93342,100.0,11.14372,-43.06658172607422,-88.85628032684326
Generate a thermoset shape memory polymer with Tg = 40°C and Er = 80 MPa.,C=C(C)C(=O)OCCOCCOCC(C)(C)C,O=c1n(CCS)c(=O)n(CCOC(=O)CCS)c(=O)n1CCS,40.0,56.59767,80.0,52.39236,16.597671508789062,-27.60763931274414
Suggest a polymer system for Tg ≈ 100°C and Er ≈ 100 MPa.,C1OSCCCCCCC1OCC(COCC(S/C)COCC=C)COCC=C,CC(N)COCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(N)N,100.0,109.10347,100.0,133.74928,9.103469848632812,33.74928283691406
Design a TSMP with a glass transition temperature of 150°C and an elastic recovery of 200 MPa.,C1OC1C(C)c2ccc(OCC3CO3)cc2C(=O)OCCCC,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN,150.0,95.42112,200.0,23.262247,-54.578880310058594,-176.7377529144287
Generate a thermoset shape memory polymer with Tg = 60°C and Er = 100 MPa.,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,CC(=O)OCCCCCN,60.0,65.895355,100.0,17.788507,5.895355224609375,-82.21149253845215
