SL,File_Source,Row_Original,Monomer 1,Monomer 2,Status
246,extracted_monomers_gpt4o_mini_group-u.csv,97,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)C=O,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,New_Unique
247,extracted_monomers_gpt4o_mini_group-u.csv,98,C=C(C)C(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COC(=O)C(=C)C)cc2)cc1,CC(C)(C)CC(=O)OCC(O)COC(=O)C(C)(C)C,New_Unique
248,extracted_monomers_gpt4o_mini_group-u.csv,99,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,New_Unique
249,extracted_monomers_gpt4o_mini_group-u.csv,100,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,CC(C)(CCl)OC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCO,New_Unique
250,extracted_monomers_gpt4o_mini_group-u.csv,101,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,New_Unique
251,extracted_monomers_gpt4o_mini_group-u.csv,102,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CCCC(=O)OCC(CC)(COC(=O)CCC(=O)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,New_Unique
252,extracted_monomers_gpt4o_mini_group-u.csv,103,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,CC(C)(C)OCC(O)CC(O)CC(O)CC(O)COC(C)(C)O,New_Unique
253,extracted_monomers_gpt4o_mini_group-u.csv,104,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,CC(COC1=CC=C(OCC(C)OCC2CO2)C(COC2CC2)C1)OCC(C)OCC1CO1,New_Unique
254,extracted_monomers_gpt4o_mini_group-u.csv,106,C=C(OCC1CO1)C(CC(C(=O)OCC1CO1)C(OCC1CO1)C(=O)OCC1CO1)OCC1CO1,CC(C)(C)N,New_Unique
255,extracted_monomers_gpt4o_mini_group-u.csv,107,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)=O,New_Unique
256,extracted_monomers_gpt4o_mini_group-u.csv,108,C=C(C)C(=O)OCCOC(=O)C(=C)C,C=C(CCS(N)(=O)=O)OCCn1c(=O)n(CCOC(=O)CCS(N)(=O)=O)c(=O)n(CCOC(=O)CCS(N)(=O)=O)c1=O,New_Unique
257,extracted_monomers_gpt4o_mini_group-u.csv,109,C=CC(=C)C(=C)OCOCCOCOC(=O)CC(C)=O,C=CCOC(=O)CC(C)(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)CC(C)(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=CC)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)CC(C)(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=CC)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,New_Unique
258,extracted_monomers_gpt4o_mini_group-u.csv,112,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=C(C)C(=C)OCOCCOC(=O)CC(C)(C)C,New_Unique
259,extracted_monomers_gpt4o_mini_group-u.csv,113,C=C(C)C(=C)OCC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COC(=O)C(=C)C)cc2)cc1,CC(=O)OCC(CO)(CO)OCC(=O)OCC(COC(=O)CC(C)(C)C)(COC(=O)C(C)(C)C)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)CO,New_Unique
260,extracted_monomers_gpt4o_mini_group-u.csv,114,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,CC(C)(C)ccccc(OCC(O)COc3ccc(C(C)(C)C(=O)OCC(O)COc2ccc(OCC(O)COc0ccc(CC(C)(C)O)cc0)cc2)cc3)c(KK)c=6c(=c5c(=cOCC(O)COc8ccc(C(=O)OCC(O)COc7ccc(C(=O)OCC(O)COc6ccc(OCC(O)COc1ccc(CC(C)(C)O)cc1)cc6)cc7)cc8)cc5OCC(O)COc3ccc(C(=O)OCC(O)COc2ccc(C(=O)OCC(O)COc1ccc(OCC(O)COc0ccc(CC(C)(C)O)cc0)cc1)cc2)cc3)OCC(O)COcccc(C(=O)OCC(O)COcccc(C(=O)OCC(O)COc8ccc(OCC(O)COc7ccc(CC(C)(C)O)cc7,New_Unique
261,extracted_monomers_gpt4o_mini_group-u.csv,115,C=CC(=O)OCCC(=O)N1CN(CCOC(=O)C=C)C(=O)N1CCOC(=C)C(=C)C,CC(CO)COC(C)C(C)O,New_Unique
262,extracted_monomers_gpt4o_mini_group-u.csv,116,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc1ccccc1CC=C,CCC(COCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCCOCCOCCOCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCO,New_Unique
263,extracted_monomers_gpt4o_mini_group-u.csv,117,C=C(C)C(=O)OCCOCCOCCOC(=O)C(C)=O,CC(=O)OCC(CO)(CO)COCC(=O)OCC(CO)(CO)COcccc(C(C)(C)cccc(OCC(=O)OCC(=O)OCC(CO)(COC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)O,New_Unique
